INDEX,RCR,UTC DATE,UTC TIME,LOCAL DATE,LOCAL TIME,MS,VALID,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT,SPEED,
2510,T,2018/5/4,23:6:26,2018/5/4,16:6:26,  0,DGPS,45.518141,N,-122.697228,W,66,44.854,
2511,T,2018/5/4,23:6:27,2018/5/4,16:6:27,  0,DGPS,45.518042,N,-122.697153,W,67,45.210,
2512,T,2018/5/4,23:6:28,2018/5/4,16:6:28,  0,DGPS,45.517945,N,-122.697072,W,69,45.079,
2513,T,2018/5/4,23:6:29,2018/5/4,16:6:29,  0,DGPS,45.517854,N,-122.696976,W,71,44.448,
2514,T,2018/5/4,23:6:30,2018/5/4,16:6:30,  0,DGPS,45.517772,N,-122.696879,W,72,42.589,
2515,T,2018/5/4,23:6:31,2018/5/4,16:6:31,  0,DGPS,45.517699,N,-122.696770,W,74,41.751,
2516,T,2018/5/4,23:6:32,2018/5/4,16:6:32,  0,DGPS,45.517637,N,-122.696654,W,75,40.040,
2517,T,2018/5/4,23:6:33,2018/5/4,16:6:33,  0,DGPS,45.517578,N,-122.696541,W,77,38.705,
2518,T,2018/5/4,23:6:34,2018/5/4,16:6:34,  0,DGPS,45.517512,N,-122.696441,W,79,38.579,
2519,T,2018/5/4,23:6:35,2018/5/4,16:6:35,  0,DGPS,45.517439,N,-122.696358,W,80,38.772,
2520,T,2018/5/4,23:6:36,2018/5/4,16:6:36,  0,DGPS,45.517354,N,-122.696298,W,82,40.527,
2521,T,2018/5/4,23:6:37,2018/5/4,16:6:37,  0,DGPS,45.517257,N,-122.696253,W,83,42.910,
2522,T,2018/5/4,23:6:38,2018/5/4,16:6:38,  0,DGPS,45.517154,N,-122.696210,W,85,43.485,
2523,T,2018/5/4,23:6:39,2018/5/4,16:6:39,  0,DGPS,45.517048,N,-122.696167,W,86,44.825,
2524,T,2018/5/4,23:6:40,2018/5/4,16:6:40,  0,DGPS,45.516937,N,-122.696122,W,86,45.865,
2525,T,2018/5/4,23:6:41,2018/5/4,16:6:41,  0,DGPS,45.516825,N,-122.696074,W,87,44.582,
2526,T,2018/5/4,23:6:42,2018/5/4,16:6:42,  0,DGPS,45.516719,N,-122.696026,W,89,43.274,
2527,T,2018/5/4,23:6:43,2018/5/4,16:6:43,  0,DGPS,45.516617,N,-122.695979,W,89,41.006,
2528,T,2018/5/4,23:6:44,2018/5/4,16:6:44,  0,DGPS,45.516524,N,-122.695938,W,90,36.741,
2529,T,2018/5/4,23:6:45,2018/5/4,16:6:45,  0,DGPS,45.516437,N,-122.695906,W,91,33.782,
2530,T,2018/5/4,23:6:46,2018/5/4,16:6:46,  0,DGPS,45.516356,N,-122.695893,W,91,30.794,
2531,T,2018/5/4,23:6:47,2018/5/4,16:6:47,  0,DGPS,45.516285,N,-122.695904,W,92,27.924,
2532,T,2018/5/4,23:6:48,2018/5/4,16:6:48,  0,DGPS,45.516221,N,-122.695945,W,92,28.228,
2533,T,2018/5/4,23:6:49,2018/5/4,16:6:49,  0,DGPS,45.516165,N,-122.696016,W,93,30.751,
2534,T,2018/5/4,23:6:50,2018/5/4,16:6:50,  0,DGPS,45.516117,N,-122.696112,W,93,33.559,
2535,T,2018/5/4,23:6:51,2018/5/4,16:6:51,  0,DGPS,45.516075,N,-122.696226,W,93,37.001,
2536,T,2018/5/4,23:6:52,2018/5/4,16:6:52,  0,DGPS,45.516030,N,-122.696350,W,94,38.657,
2537,T,2018/5/4,23:6:53,2018/5/4,16:6:53,  0,DGPS,45.515984,N,-122.696474,W,94,37.177,
2538,T,2018/5/4,23:6:54,2018/5/4,16:6:54,  0,DGPS,45.515932,N,-122.696587,W,93,36.520,
2539,T,2018/5/4,23:6:55,2018/5/4,16:6:55,  0,DGPS,45.515873,N,-122.696691,W,93,36.666,
2540,T,2018/5/4,23:6:56,2018/5/4,16:6:56,  0,DGPS,45.515808,N,-122.696786,W,93,36.684,
2541,T,2018/5/4,23:6:57,2018/5/4,16:6:57,  0,DGPS,45.515741,N,-122.696877,W,93,36.823,
2542,T,2018/5/4,23:6:58,2018/5/4,16:6:58,  0,DGPS,45.515665,N,-122.696954,W,92,37.615,
2543,T,2018/5/4,23:6:59,2018/5/4,16:6:59,  0,DGPS,45.515581,N,-122.697025,W,92,39.661,
2544,T,2018/5/4,23:7:0,2018/5/4,16:7:0,  0,DGPS,45.515492,N,-122.697097,W,93,40.988,
2545,T,2018/5/4,23:7:1,2018/5/4,16:7:1,  0,DGPS,45.515401,N,-122.697173,W,94,41.580,
2546,T,2018/5/4,23:7:2,2018/5/4,16:7:2,  0,DGPS,45.515311,N,-122.697247,W,94,40.146,
2547,T,2018/5/4,23:7:3,2018/5/4,16:7:3,  0,DGPS,45.515226,N,-122.697313,W,95,37.727,
2548,T,2018/5/4,23:7:4,2018/5/4,16:7:4,  0,DGPS,45.515145,N,-122.697365,W,96,34.280,
2549,T,2018/5/4,23:7:5,2018/5/4,16:7:5,  0,DGPS,45.515063,N,-122.697389,W,96,32.044,
2550,T,2018/5/4,23:7:6,2018/5/4,16:7:6,  0,DGPS,45.514988,N,-122.697378,W,97,29.159,
2551,T,2018/5/4,23:7:7,2018/5/4,16:7:7,  0,DGPS,45.514928,N,-122.697321,W,97,28.717,
2552,T,2018/5/4,23:7:8,2018/5/4,16:7:8,  0,DGPS,45.514883,N,-122.697229,W,98,31.928,
2553,T,2018/5/4,23:7:9,2018/5/4,16:7:9,  0,DGPS,45.514847,N,-122.697118,W,100,34.341,
2554,T,2018/5/4,23:7:10,2018/5/4,16:7:10,  0,DGPS,45.514816,N,-122.696997,W,101,37.005,
2555,T,2018/5/4,23:7:11,2018/5/4,16:7:11,  0,DGPS,45.514785,N,-122.696870,W,102,36.787,
2556,T,2018/5/4,23:7:12,2018/5/4,16:7:12,  0,DGPS,45.514752,N,-122.696745,W,103,35.605,
2557,T,2018/5/4,23:7:13,2018/5/4,16:7:13,  0,DGPS,45.514710,N,-122.696628,W,103,35.396,
2558,T,2018/5/4,23:7:14,2018/5/4,16:7:14,  0,DGPS,45.514653,N,-122.696527,W,104,35.901,
2559,T,2018/5/4,23:7:15,2018/5/4,16:7:15,  0,DGPS,45.514583,N,-122.696450,W,104,36.321,
2560,T,2018/5/4,23:7:16,2018/5/4,16:7:16,  0,DGPS,45.514498,N,-122.696399,W,104,36.824,
2561,T,2018/5/4,23:7:17,2018/5/4,16:7:17,  0,DGPS,45.514404,N,-122.696382,W,105,38.024,
2562,T,2018/5/4,23:7:18,2018/5/4,16:7:18,  0,DGPS,45.514308,N,-122.696399,W,105,39.209,
2563,T,2018/5/4,23:7:19,2018/5/4,16:7:19,  0,DGPS,45.514209,N,-122.696440,W,106,41.503,
2564,T,2018/5/4,23:7:20,2018/5/4,16:7:20,  0,DGPS,45.514108,N,-122.696494,W,107,44.775,
2565,T,2018/5/4,23:7:21,2018/5/4,16:7:21,  0,DGPS,45.514003,N,-122.696553,W,107,44.421,
2566,T,2018/5/4,23:7:22,2018/5/4,16:7:22,  0,DGPS,45.513902,N,-122.696609,W,109,41.123,
2567,T,2018/5/4,23:7:23,2018/5/4,16:7:23,  0,DGPS,45.513808,N,-122.696664,W,109,41.186,
2568,T,2018/5/4,23:7:24,2018/5/4,16:7:24,  0,DGPS,45.513711,N,-122.696720,W,110,42.514,
2569,T,2018/5/4,23:7:25,2018/5/4,16:7:25,  0,DGPS,45.513611,N,-122.696781,W,111,44.866,
2570,T,2018/5/4,23:7:26,2018/5/4,16:7:26,  0,DGPS,45.513505,N,-122.696839,W,112,47.015,
2571,T,2018/5/4,23:7:27,2018/5/4,16:7:27,  0,DGPS,45.513394,N,-122.696900,W,114,47.820,
2572,T,2018/5/4,23:7:28,2018/5/4,16:7:28,  0,DGPS,45.513280,N,-122.696959,W,115,48.328,
2573,T,2018/5/4,23:7:29,2018/5/4,16:7:29,  0,DGPS,45.513166,N,-122.697021,W,116,47.941,
2574,T,2018/5/4,23:7:30,2018/5/4,16:7:30,  0,DGPS,45.513053,N,-122.697082,W,116,47.452,
2575,T,2018/5/4,23:7:31,2018/5/4,16:7:31,  0,DGPS,45.512944,N,-122.697142,W,117,46.976,
2576,T,2018/5/4,23:7:32,2018/5/4,16:7:32,  0,DGPS,45.512835,N,-122.697203,W,118,45.323,
2577,T,2018/5/4,23:7:33,2018/5/4,16:7:33,  0,DGPS,45.512733,N,-122.697260,W,119,43.549,
2578,T,2018/5/4,23:7:34,2018/5/4,16:7:34,  0,DGPS,45.512637,N,-122.697316,W,120,40.916,
2579,T,2018/5/4,23:7:35,2018/5/4,16:7:35,  0,DGPS,45.512547,N,-122.697366,W,120,37.513,
2580,T,2018/5/4,23:7:36,2018/5/4,16:7:36,  0,DGPS,45.512462,N,-122.697413,W,120,36.706,
2581,T,2018/5/4,23:7:37,2018/5/4,16:7:37,  0,DGPS,45.512379,N,-122.697459,W,121,35.418,
2582,T,2018/5/4,23:7:38,2018/5/4,16:7:38,  0,DGPS,45.512293,N,-122.697503,W,121,35.075,
2583,T,2018/5/4,23:7:39,2018/5/4,16:7:39,  0,DGPS,45.512214,N,-122.697551,W,123,33.892,
2584,T,2018/5/4,23:7:40,2018/5/4,16:7:40,  0,DGPS,45.512133,N,-122.697597,W,123,35.250,
2585,T,2018/5/4,23:7:41,2018/5/4,16:7:41,  0,DGPS,45.512052,N,-122.697645,W,125,34.953,
2586,T,2018/5/4,23:7:42,2018/5/4,16:7:42,  0,DGPS,45.511968,N,-122.697687,W,126,35.734,
2587,T,2018/5/4,23:7:43,2018/5/4,16:7:43,  0,DGPS,45.511881,N,-122.697731,W,127,36.705,
2588,T,2018/5/4,23:7:44,2018/5/4,16:7:44,  0,DGPS,45.511794,N,-122.697777,W,127,37.497,
2589,T,2018/5/4,23:7:45,2018/5/4,16:7:45,  0,DGPS,45.511705,N,-122.697829,W,129,38.439,
2590,T,2018/5/4,23:7:46,2018/5/4,16:7:46,  0,DGPS,45.511614,N,-122.697881,W,130,37.821,
2591,T,2018/5/4,23:7:47,2018/5/4,16:7:47,  0,DGPS,45.511527,N,-122.697929,W,130,37.289,
2592,T,2018/5/4,23:7:48,2018/5/4,16:7:48,  0,DGPS,45.511440,N,-122.697975,W,132,36.794,
2593,T,2018/5/4,23:7:49,2018/5/4,16:7:49,  0,DGPS,45.511355,N,-122.698021,W,132,36.181,
2594,T,2018/5/4,23:7:50,2018/5/4,16:7:50,  0,DGPS,45.511271,N,-122.698066,W,133,36.762,
2595,T,2018/5/4,23:7:51,2018/5/4,16:7:51,  0,DGPS,45.511187,N,-122.698114,W,134,36.913,
2596,T,2018/5/4,23:7:52,2018/5/4,16:7:52,  0,DGPS,45.511103,N,-122.698161,W,135,36.297,
2597,T,2018/5/4,23:7:53,2018/5/4,16:7:53,  0,DGPS,45.511016,N,-122.698208,W,136,37.157,
2598,T,2018/5/4,23:7:54,2018/5/4,16:7:54,  0,DGPS,45.510926,N,-122.698246,W,137,38.420,
2599,T,2018/5/4,23:7:55,2018/5/4,16:7:55,  0,DGPS,45.510843,N,-122.698284,W,138,34.305,
2600,T,2018/5/4,23:7:56,2018/5/4,16:7:56,  0,DGPS,45.510762,N,-122.698327,W,138,34.285,
2601,T,2018/5/4,23:7:57,2018/5/4,16:7:57,  0,DGPS,45.510683,N,-122.698373,W,138,33.989,
2602,T,2018/5/4,23:7:58,2018/5/4,16:7:58,  0,DGPS,45.510603,N,-122.698414,W,139,34.642,
2603,T,2018/5/4,23:7:59,2018/5/4,16:7:59,  0,DGPS,45.510519,N,-122.698456,W,140,35.451,
2604,T,2018/5/4,23:8:0,2018/5/4,16:8:0,  0,DGPS,45.510438,N,-122.698498,W,141,35.541,
2605,T,2018/5/4,23:8:1,2018/5/4,16:8:1,  0,DGPS,45.510355,N,-122.698542,W,142,35.842,
2606,T,2018/5/4,23:8:2,2018/5/4,16:8:2,  0,DGPS,45.510270,N,-122.698588,W,143,35.939,
2607,T,2018/5/4,23:8:3,2018/5/4,16:8:3,  0,DGPS,45.510186,N,-122.698635,W,144,35.843,
2608,T,2018/5/4,23:8:4,2018/5/4,16:8:4,  0,DGPS,45.510105,N,-122.698682,W,145,34.692,
2609,T,2018/5/4,23:8:5,2018/5/4,16:8:5,  0,DGPS,45.510028,N,-122.698725,W,146,33.517,
2610,T,2018/5/4,23:8:6,2018/5/4,16:8:6,  0,DGPS,45.509947,N,-122.698764,W,146,33.452,
2611,T,2018/5/4,23:8:7,2018/5/4,16:8:7,  0,DGPS,45.509868,N,-122.698804,W,147,33.949,
2612,T,2018/5/4,23:8:8,2018/5/4,16:8:8,  0,DGPS,45.509789,N,-122.698845,W,147,34.095,
2613,T,2018/5/4,23:8:9,2018/5/4,16:8:9,  0,DGPS,45.509710,N,-122.698889,W,148,33.582,
2614,T,2018/5/4,23:8:10,2018/5/4,16:8:10,  0,DGPS,45.509633,N,-122.698930,W,149,32.995,
2615,T,2018/5/4,23:8:11,2018/5/4,16:8:11,  0,DGPS,45.509555,N,-122.698974,W,153,30.282,
2616,T,2018/5/4,23:8:12,2018/5/4,16:8:12,  0,DGPS,45.509488,N,-122.699012,W,154,26.476,
2617,T,2018/5/4,23:8:13,2018/5/4,16:8:13,  0,DGPS,45.509430,N,-122.699047,W,155,26.018,
2618,T,2018/5/4,23:8:14,2018/5/4,16:8:14,  0,DGPS,45.509374,N,-122.699086,W,155,26.584,
2619,T,2018/5/4,23:8:15,2018/5/4,16:8:15,  0,DGPS,45.509320,N,-122.699136,W,156,25.909,
2620,T,2018/5/4,23:8:16,2018/5/4,16:8:16,  0,DGPS,45.509273,N,-122.699192,W,156,24.861,
2621,T,2018/5/4,23:8:17,2018/5/4,16:8:17,  0,DGPS,45.509233,N,-122.699264,W,157,24.384,
2622,T,2018/5/4,23:8:18,2018/5/4,16:8:18,  0,DGPS,45.509208,N,-122.699345,W,159,23.972,
2623,T,2018/5/4,23:8:19,2018/5/4,16:8:19,  0,DGPS,45.509198,N,-122.699432,W,160,25.249,
2624,T,2018/5/4,23:8:20,2018/5/4,16:8:20,  0,DGPS,45.509191,N,-122.699526,W,161,25.270,
2625,T,2018/5/4,23:8:21,2018/5/4,16:8:21,  0,DGPS,45.509182,N,-122.699618,W,162,24.558,
2626,T,2018/5/4,23:8:22,2018/5/4,16:8:22,  0,DGPS,45.509159,N,-122.699708,W,163,25.405,
2627,T,2018/5/4,23:8:23,2018/5/4,16:8:23,  0,DGPS,45.509115,N,-122.699781,W,164,28.405,
2628,T,2018/5/4,23:8:24,2018/5/4,16:8:24,  0,DGPS,45.509057,N,-122.699853,W,164,30.794,
2629,T,2018/5/4,23:8:25,2018/5/4,16:8:25,  0,DGPS,45.508998,N,-122.699927,W,164,31.350,
2630,T,2018/5/4,23:8:26,2018/5/4,16:8:26,  0,DGPS,45.508942,N,-122.700000,W,164,31.004,
2631,T,2018/5/4,23:8:27,2018/5/4,16:8:27,  0,DGPS,45.508889,N,-122.700073,W,165,31.381,
2632,T,2018/5/4,23:8:28,2018/5/4,16:8:28,  0,DGPS,45.508834,N,-122.700148,W,166,31.413,
2633,T,2018/5/4,23:8:29,2018/5/4,16:8:29,  0,DGPS,45.508782,N,-122.700228,W,166,30.649,
2634,T,2018/5/4,23:8:30,2018/5/4,16:8:30,  0,DGPS,45.508734,N,-122.700313,W,167,30.485,
2635,T,2018/5/4,23:8:31,2018/5/4,16:8:31,  0,DGPS,45.508707,N,-122.700413,W,167,30.952,
2636,T,2018/5/4,23:8:32,2018/5/4,16:8:32,  0,DGPS,45.508697,N,-122.700533,W,167,33.451,
2637,T,2018/5/4,23:8:33,2018/5/4,16:8:33,  0,DGPS,45.508691,N,-122.700660,W,167,36.684,
2638,T,2018/5/4,23:8:34,2018/5/4,16:8:34,  0,DGPS,45.508684,N,-122.700801,W,168,41.117,
2639,T,2018/5/4,23:8:35,2018/5/4,16:8:35,  0,DGPS,45.508674,N,-122.700956,W,169,45.100,
2640,T,2018/5/4,23:8:36,2018/5/4,16:8:36,  0,DGPS,45.508665,N,-122.701125,W,169,47.109,
2641,T,2018/5/4,23:8:37,2018/5/4,16:8:37,  0,DGPS,45.508651,N,-122.701290,W,170,45.013,
2642,T,2018/5/4,23:8:38,2018/5/4,16:8:38,  0,DGPS,45.508636,N,-122.701453,W,171,45.363,
2643,T,2018/5/4,23:8:39,2018/5/4,16:8:39,  0,DGPS,45.508622,N,-122.701610,W,171,44.358,
2644,T,2018/5/4,23:8:40,2018/5/4,16:8:40,  0,DGPS,45.508604,N,-122.701768,W,172,44.898,
2645,T,2018/5/4,23:8:41,2018/5/4,16:8:41,  0,DGPS,45.508586,N,-122.701926,W,172,44.634,
2646,T,2018/5/4,23:8:42,2018/5/4,16:8:42,  0,DGPS,45.508567,N,-122.702083,W,173,44.975,
2647,T,2018/5/4,23:8:43,2018/5/4,16:8:43,  0,DGPS,45.508546,N,-122.702235,W,174,44.683,
2648,T,2018/5/4,23:8:44,2018/5/4,16:8:44,  0,DGPS,45.508524,N,-122.702387,W,174,42.840,
2649,T,2018/5/4,23:8:45,2018/5/4,16:8:45,  0,DGPS,45.508507,N,-122.702530,W,175,38.741,
2650,T,2018/5/4,23:8:46,2018/5/4,16:8:46,  0,DGPS,45.508489,N,-122.702668,W,175,37.204,
2651,T,2018/5/4,23:8:47,2018/5/4,16:8:47,  0,DGPS,45.508484,N,-122.702793,W,175,33.509,
2652,T,2018/5/4,23:8:48,2018/5/4,16:8:48,  0,DGPS,45.508496,N,-122.702909,W,176,31.214,
2653,T,2018/5/4,23:8:49,2018/5/4,16:8:49,  0,DGPS,45.508515,N,-122.703015,W,177,30.348,
2654,T,2018/5/4,23:8:50,2018/5/4,16:8:50,  0,DGPS,45.508532,N,-122.703121,W,177,30.160,
2655,T,2018/5/4,23:8:51,2018/5/4,16:8:51,  0,DGPS,45.508546,N,-122.703228,W,178,30.684,
2656,T,2018/5/4,23:8:52,2018/5/4,16:8:52,  0,DGPS,45.508547,N,-122.703340,W,178,31.433,
2657,T,2018/5/4,23:8:53,2018/5/4,16:8:53,  0,DGPS,45.508523,N,-122.703445,W,180,32.248,
2658,T,2018/5/4,23:8:54,2018/5/4,16:8:54,  0,DGPS,45.508482,N,-122.703539,W,182,32.424,
2659,T,2018/5/4,23:8:55,2018/5/4,16:8:55,  0,DGPS,45.508420,N,-122.703621,W,184,33.316,
2660,T,2018/5/4,23:8:56,2018/5/4,16:8:56,  0,DGPS,45.508351,N,-122.703689,W,185,32.677,
2661,T,2018/5/4,23:8:57,2018/5/4,16:8:57,  0,DGPS,45.508284,N,-122.703749,W,186,30.357,
2662,T,2018/5/4,23:8:58,2018/5/4,16:8:58,  0,DGPS,45.508220,N,-122.703814,W,187,27.916,
2663,T,2018/5/4,23:8:59,2018/5/4,16:8:59,  0,DGPS,45.508171,N,-122.703886,W,188,27.435,
2664,T,2018/5/4,23:9:0,2018/5/4,16:9:0,  0,DGPS,45.508145,N,-122.703971,W,188,27.168,
2665,T,2018/5/4,23:9:1,2018/5/4,16:9:1,  0,DGPS,45.508132,N,-122.704065,W,189,26.982,
2666,T,2018/5/4,23:9:2,2018/5/4,16:9:2,  0,DGPS,45.508120,N,-122.704157,W,189,25.872,
2667,T,2018/5/4,23:9:3,2018/5/4,16:9:3,  0,DGPS,45.508094,N,-122.704236,W,189,24.131,
2668,T,2018/5/4,23:9:4,2018/5/4,16:9:4,  0,DGPS,45.508051,N,-122.704290,W,189,24.756,
2669,T,2018/5/4,23:9:5,2018/5/4,16:9:5,  0,DGPS,45.507990,N,-122.704313,W,190,28.636,
2670,T,2018/5/4,23:9:6,2018/5/4,16:9:6,  0,DGPS,45.507910,N,-122.704294,W,190,36.352,
2671,T,2018/5/4,23:9:7,2018/5/4,16:9:7,  0,DGPS,45.507826,N,-122.704258,W,190,32.567,
2672,T,2018/5/4,23:9:8,2018/5/4,16:9:8,  0,DGPS,45.507745,N,-122.704228,W,190,35.949,
2673,T,2018/5/4,23:9:9,2018/5/4,16:9:9,  0,DGPS,45.507652,N,-122.704206,W,190,38.731,
2674,T,2018/5/4,23:9:10,2018/5/4,16:9:10,  0,DGPS,45.507554,N,-122.704197,W,190,38.475,
2675,T,2018/5/4,23:9:11,2018/5/4,16:9:11,  0,DGPS,45.507456,N,-122.704190,W,190,38.485,
2676,T,2018/5/4,23:9:12,2018/5/4,16:9:12,  0,DGPS,45.507357,N,-122.704183,W,190,39.099,
2677,T,2018/5/4,23:9:13,2018/5/4,16:9:13,  0,DGPS,45.507260,N,-122.704173,W,190,39.646,
2678,T,2018/5/4,23:9:14,2018/5/4,16:9:14,  0,DGPS,45.507161,N,-122.704164,W,190,39.937,
2679,T,2018/5/4,23:9:15,2018/5/4,16:9:15,  0,DGPS,45.507061,N,-122.704157,W,190,40.315,
2680,T,2018/5/4,23:9:16,2018/5/4,16:9:16,  0,DGPS,45.506958,N,-122.704149,W,190,40.292,
2681,T,2018/5/4,23:9:17,2018/5/4,16:9:17,  0,DGPS,45.506858,N,-122.704139,W,189,39.479,
2682,T,2018/5/4,23:9:18,2018/5/4,16:9:18,  0,DGPS,45.506757,N,-122.704130,W,189,40.781,
2683,T,2018/5/4,23:9:19,2018/5/4,16:9:19,  0,DGPS,45.506656,N,-122.704122,W,189,40.049,
2684,T,2018/5/4,23:9:20,2018/5/4,16:9:20,  0,DGPS,45.506556,N,-122.704108,W,189,40.352,
2685,T,2018/5/4,23:9:21,2018/5/4,16:9:21,  0,DGPS,45.506458,N,-122.704085,W,189,39.741,
2686,T,2018/5/4,23:9:22,2018/5/4,16:9:22,  0,DGPS,45.506361,N,-122.704058,W,189,39.613,
2687,T,2018/5/4,23:9:23,2018/5/4,16:9:23,  0,DGPS,45.506265,N,-122.704030,W,190,38.810,
2688,T,2018/5/4,23:9:24,2018/5/4,16:9:24,  0,DGPS,45.506171,N,-122.704001,W,190,38.258,
2689,T,2018/5/4,23:9:25,2018/5/4,16:9:25,  0,DGPS,45.506080,N,-122.703978,W,190,35.970,
2690,T,2018/5/4,23:9:26,2018/5/4,16:9:26,  0,DGPS,45.505994,N,-122.703954,W,190,34.854,
2691,T,2018/5/4,23:9:27,2018/5/4,16:9:27,  0,DGPS,45.505909,N,-122.703927,W,190,33.234,
2692,T,2018/5/4,23:9:28,2018/5/4,16:9:28,  0,DGPS,45.505830,N,-122.703904,W,190,31.159,
2693,T,2018/5/4,23:9:29,2018/5/4,16:9:29,  0,DGPS,45.505756,N,-122.703880,W,191,28.819,
2694,T,2018/5/4,23:9:30,2018/5/4,16:9:30,  0,DGPS,45.505689,N,-122.703862,W,191,26.728,
2695,T,2018/5/4,23:9:31,2018/5/4,16:9:31,  0,DGPS,45.505632,N,-122.703849,W,191,22.045,
2696,T,2018/5/4,23:9:32,2018/5/4,16:9:32,  0,DGPS,45.505588,N,-122.703842,W,192,15.330,
2697,T,2018/5/4,23:9:33,2018/5/4,16:9:33,  0,DGPS,45.505564,N,-122.703843,W,192,7.359,
2698,T,2018/5/4,23:9:34,2018/5/4,16:9:34,  0,DGPS,45.505558,N,-122.703846,W,192,1.956,
2699,T,2018/5/4,23:9:35,2018/5/4,16:9:35,  0,DGPS,45.505560,N,-122.703845,W,192,0.278,
2700,T,2018/5/4,23:9:36,2018/5/4,16:9:36,  0,DGPS,45.505568,N,-122.703853,W,193,0.113,
2701,T,2018/5/4,23:9:37,2018/5/4,16:9:37,  0,DGPS,45.505573,N,-122.703857,W,193,0.013,
2702,T,2018/5/4,23:9:38,2018/5/4,16:9:38,  0,DGPS,45.505573,N,-122.703857,W,193,0.032,
2703,T,2018/5/4,23:9:39,2018/5/4,16:9:39,  0,DGPS,45.505573,N,-122.703857,W,193,0.054,
2704,T,2018/5/4,23:9:40,2018/5/4,16:9:40,  0,DGPS,45.505573,N,-122.703857,W,193,0.077,
2705,T,2018/5/4,23:9:41,2018/5/4,16:9:41,  0,DGPS,45.505573,N,-122.703857,W,193,0.099,
2706,T,2018/5/4,23:9:42,2018/5/4,16:9:42,  0,DGPS,45.505573,N,-122.703857,W,193,0.071,
2707,T,2018/5/4,23:9:43,2018/5/4,16:9:43,  0,DGPS,45.505573,N,-122.703857,W,193,0.076,
2708,T,2018/5/4,23:9:44,2018/5/4,16:9:44,  0,DGPS,45.505573,N,-122.703857,W,193,0.063,
2709,T,2018/5/4,23:9:45,2018/5/4,16:9:45,  0,DGPS,45.505573,N,-122.703856,W,193,0.878,
2710,T,2018/5/4,23:9:46,2018/5/4,16:9:46,  0,DGPS,45.505571,N,-122.703856,W,193,4.380,
2711,T,2018/5/4,23:9:47,2018/5/4,16:9:47,  0,DGPS,45.505553,N,-122.703860,W,193,10.807,
2712,T,2018/5/4,23:9:48,2018/5/4,16:9:48,  0,DGPS,45.505524,N,-122.703874,W,193,14.299,
2713,T,2018/5/4,23:9:49,2018/5/4,16:9:49,  0,DGPS,45.505492,N,-122.703907,W,194,18.502,
2714,T,2018/5/4,23:9:50,2018/5/4,16:9:50,  0,DGPS,45.505454,N,-122.703959,W,194,21.352,
2715,T,2018/5/4,23:9:51,2018/5/4,16:9:51,  0,DGPS,45.505417,N,-122.704025,W,194,23.913,
2716,T,2018/5/4,23:9:52,2018/5/4,16:9:52,  0,DGPS,45.505382,N,-122.704100,W,194,25.390,
2717,T,2018/5/4,23:9:53,2018/5/4,16:9:53,  0,DGPS,45.505337,N,-122.704172,W,194,25.986,
2718,T,2018/5/4,23:9:54,2018/5/4,16:9:54,  0,DGPS,45.505289,N,-122.704229,W,195,23.636,
2719,T,2018/5/4,23:9:55,2018/5/4,16:9:55,  0,DGPS,45.505233,N,-122.704263,W,195,24.358,
2720,T,2018/5/4,23:9:56,2018/5/4,16:9:56,  0,DGPS,45.505169,N,-122.704278,W,195,25.761,
2721,T,2018/5/4,23:9:57,2018/5/4,16:9:57,  0,DGPS,45.505098,N,-122.704283,W,194,28.484,
2722,T,2018/5/4,23:9:58,2018/5/4,16:9:58,  0,DGPS,45.505023,N,-122.704281,W,194,30.088,
2723,T,2018/5/4,23:9:59,2018/5/4,16:9:59,  0,DGPS,45.504945,N,-122.704281,W,195,30.431,
2724,T,2018/5/4,23:10:0,2018/5/4,16:10:0,  0,DGPS,45.504864,N,-122.704282,W,194,30.872,
2725,T,2018/5/4,23:10:1,2018/5/4,16:10:1,  0,DGPS,45.504784,N,-122.704282,W,195,31.619,
2726,T,2018/5/4,23:10:2,2018/5/4,16:10:2,  0,DGPS,45.504706,N,-122.704282,W,195,31.451,
2727,T,2018/5/4,23:10:3,2018/5/4,16:10:3,  0,DGPS,45.504627,N,-122.704290,W,196,32.246,
2728,T,2018/5/4,23:10:4,2018/5/4,16:10:4,  0,DGPS,45.504550,N,-122.704306,W,196,30.496,
2729,T,2018/5/4,23:10:5,2018/5/4,16:10:5,  0,DGPS,45.504475,N,-122.704341,W,197,32.560,
2730,T,2018/5/4,23:10:6,2018/5/4,16:10:6,  0,DGPS,45.504401,N,-122.704393,W,198,32.443,
2731,T,2018/5/4,23:10:7,2018/5/4,16:10:7,  0,DGPS,45.504333,N,-122.704463,W,198,33.545,
2732,T,2018/5/4,23:10:8,2018/5/4,16:10:8,  0,DGPS,45.504264,N,-122.704535,W,199,34.328,
2733,T,2018/5/4,23:10:9,2018/5/4,16:10:9,  0,DGPS,45.504187,N,-122.704614,W,199,38.183,
2734,T,2018/5/4,23:10:10,2018/5/4,16:10:10,  0,DGPS,45.504105,N,-122.704692,W,199,38.712,
2735,T,2018/5/4,23:10:11,2018/5/4,16:10:11,  0,DGPS,45.504017,N,-122.704766,W,200,42.027,
2736,T,2018/5/4,23:10:12,2018/5/4,16:10:12,  0,DGPS,45.503926,N,-122.704832,W,200,40.425,
2737,T,2018/5/4,23:10:13,2018/5/4,16:10:13,  0,DGPS,45.503833,N,-122.704887,W,201,39.299,
